TAXONOMY_UID,TAXONOMY_taxon_rank,TAXONOMY_taxon_name,TAXONOMY_superkingdom,TAXONOMY_phylum,TAXONOMY_class,TAXONOMY_order,TAXONOMY_family,TAXONOMY_genus,TAXONOMY_species,TAXONOMY_strain,TAXONOMY_superkingdom_id,TAXONOMY_phylum_id,TAXONOMY_class_id,TAXONOMY_order_id,TAXONOMY_family_id,TAXONOMY_genus_id,TAXONOMY_species_id,TAXONOMY_strain_id,TAXONOMY_taxon_lineage
1358004,strain,Xanthomonas campestris pv. campestris str. CN03,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas_campestris,Xanthomonas_campestris_pv._campestris_str._CN03,2.0,1224.0,1236.0,135614.0,32033.0,338.0,339.0,1358004.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas_campestris;Xanthomonas_campestris_pv._campestris_str._CN03
1358005,strain,Xanthomonas campestris pv. campestris str. CN06,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas_campestris,Xanthomonas_campestris_pv._campestris_str._CN06,2.0,1224.0,1236.0,135614.0,32033.0,338.0,339.0,1358005.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas_campestris;Xanthomonas_campestris_pv._campestris_str._CN06
1404,species,Priestia megaterium,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia_megaterium,,2.0,1239.0,91061.0,1385.0,186817.0,2800373.0,1404.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia_megaterium;
160699,species,Agrobacterium larrymoorei,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium_larrymoorei,,2.0,1224.0,28211.0,356.0,82115.0,357.0,160699.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium_larrymoorei;
1499973,species,Escherichia marmotae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_marmotae,,2.0,1224.0,1236.0,91347.0,543.0,561.0,1499973.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia_marmotae;
2570586,species,Candidatus Bandiella numerosa,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus_Midichloriaceae,Candidatus_Bandiella,Candidatus_Bandiella_numerosa,,2.0,1224.0,28211.0,766.0,1328881.0,2716172.0,2570586.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus_Midichloriaceae;Candidatus_Bandiella;Candidatus_Bandiella_numerosa;
451751,species,Clostridium perfringens,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_perfringens,,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1502.0,-1.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_perfringens;
107819,species,Clostridium perfringens,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_perfringens,,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1502.0,-1.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_perfringens;
648995,species,Agrobacterium pusense,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium_pusense,,2.0,1224.0,28211.0,356.0,82115.0,357.0,648995.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium_pusense;
985002,species,Staphylococcus argenteus,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_argenteus,,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,985002.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_argenteus;
1238,species,Piscirickettsia salmonis,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia_salmonis,,2.0,1224.0,1236.0,72273.0,135616.0,1237.0,1238.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia;Piscirickettsia_salmonis;
188913,species,Cetobacterium somerae,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium_somerae,,2.0,32066.0,203490.0,203491.0,203492.0,180162.0,188913.0,-1.0,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium;Cetobacterium_somerae;
300181,species,Serratia ureilytica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_ureilytica,,2.0,1224.0,1236.0,91347.0,1903411.0,613.0,300181.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia_ureilytica;
65958,species,Komagataeibacter oboediens,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter_oboediens,,2.0,1224.0,28211.0,204441.0,433.0,1434011.0,65958.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter_oboediens;
818,species,Bacteroides thetaiotaomicron,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_thetaiotaomicron,,2.0,976.0,200643.0,171549.0,815.0,816.0,818.0,-1.0,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_thetaiotaomicron;
1405,species,Bacillus mycoides,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_mycoides,,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1405.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_mycoides;
28095,species,Burkholderia gladioli,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_gladioli,,2.0,1224.0,28216.0,80840.0,119060.0,32008.0,28095.0,-1.0,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia_gladioli;
375549,species,Sinorhizobium mexicanum,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_mexicanum,,2.0,1224.0,28211.0,356.0,82115.0,28105.0,375549.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium_mexicanum;
29380,species,Staphylococcus caprae,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_caprae,,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,29380.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_caprae;
1752398,species,Sinorhizobium alkalisoli,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_alkalisoli,,2.0,1224.0,28211.0,356.0,82115.0,28105.0,1752398.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium_alkalisoli;
57743,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
1208629,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001112,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001112,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1208629.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001112
1208630,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001115,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001115,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1208630.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001115
1208622,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001118,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001118,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1208622.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001118
1208623,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001140,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001140,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1208623.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN001140
749965,strain,Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Senftenberg_str._361154004,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,749965.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Senftenberg_str._361154004
1426,species,Parageobacillus thermoglucosidasius,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus_thermoglucosidasius,,2.0,1239.0,91061.0,1385.0,186817.0,1906945.0,1426.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus_thermoglucosidasius;
134537,species,Paraburkholderia fungorum,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_fungorum,,2.0,1224.0,28216.0,80840.0,119060.0,1822464.0,134537.0,-1.0,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia_fungorum;
1350461,strain,Synechococcus elongatus PCC 6301,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_elongatus,Synechococcus_elongatus_PCC_6301,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,32046.0,269084.0,Bacteria;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_elongatus;Synechococcus_elongatus_PCC_6301
627344,strain,Zymomonas mobilis subsp. mobilis ATCC 29191,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas_mobilis,Zymomonas_mobilis_subsp._mobilis_ATCC_29191,2.0,1224.0,28211.0,204457.0,2844881.0,541.0,542.0,627344.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Zymomonadaceae;Zymomonas;Zymomonas_mobilis;Zymomonas_mobilis_subsp._mobilis_ATCC_29191
646529,strain,Desulfosporosinus acidiphilus SJ4,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus_acidiphilus,Desulfosporosinus_acidiphilus_SJ4,2.0,1239.0,186801.0,186802.0,2937909.0,79206.0,885581.0,646529.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus_acidiphilus;Desulfosporosinus_acidiphilus_SJ4
555217,strain,Zymomonas mobilis subsp. mobilis ATCC 10988,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas_mobilis,Zymomonas_mobilis_subsp._mobilis_ATCC_10988,2.0,1224.0,28211.0,204457.0,2844881.0,541.0,542.0,555217.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Zymomonadaceae;Zymomonas;Zymomonas_mobilis;Zymomonas_mobilis_subsp._mobilis_ATCC_10988
135461,species,Bacillus subtilis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1423.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis;
114529,species,Haloferax alexandrinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax_alexandrinus,,2157.0,28890.0,183963.0,2235.0,1644056.0,2251.0,114529.0,-1.0,Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax;Haloferax_alexandrinus;
1613,species,Limosilactobacillus fermentum,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_fermentum,,2.0,1239.0,91061.0,186826.0,33958.0,2742598.0,1613.0,-1.0,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus_fermentum;
2976821,species,Sinorhizobium sp. M103,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_sp._M103,,2.0,1224.0,28211.0,356.0,82115.0,28105.0,2976821.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium_sp._M103;
2976819,species,Sinorhizobium sp. C101,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_sp._C101,,2.0,1224.0,28211.0,356.0,82115.0,28105.0,2976819.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium_sp._C101;
2976820,species,Sinorhizobium sp. K101,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_sp._K101,,2.0,1224.0,28211.0,356.0,82115.0,28105.0,2976820.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium_sp._K101;
1032242,species,Campylobacter sp. RM10537,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_sp._RM10537,,2.0,29547.0,3031852.0,213849.0,72294.0,194.0,1032242.0,-1.0,Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter_sp._RM10537;
1660079,species,Campylobacter sp. RM12651,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_sp._RM12651,,2.0,29547.0,3031852.0,213849.0,72294.0,194.0,1660079.0,-1.0,Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter_sp._RM12651;
2918527,species,Rhizobium sp. K102,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium_sp._K102,,2.0,1224.0,28211.0,356.0,82115.0,379.0,2918527.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium_sp._K102;
2917727,species,Rhizobium sp. C104,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium_sp._C104,,2.0,1224.0,28211.0,356.0,82115.0,379.0,2917727.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium_sp._C104;
2970906,species,Azospirillum argentinense,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum_argentinense,,2.0,1224.0,28211.0,204441.0,2829815.0,191.0,2970906.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum_argentinense;
1188256,strain,Rhodovulum sulfidophilum DSM 1374,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum_sulfidophilum,Rhodovulum_sulfidophilum_DSM_1374,2.0,1224.0,28211.0,204455.0,31989.0,34008.0,35806.0,1188256.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodovulum;Rhodovulum_sulfidophilum;Rhodovulum_sulfidophilum_DSM_1374
190905,species,Lactobacillus kefiranofaciens,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_kefiranofaciens,,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,267818.0,-1.0,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiranofaciens;
67780,species,Edwardsiella ictaluri,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella_ictaluri,,2.0,1224.0,1236.0,91347.0,1903412.0,635.0,67780.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;Edwardsiella_ictaluri;
28173,species,Vibrio nigripulchritudo,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_nigripulchritudo,,2.0,1224.0,1236.0,135623.0,641.0,662.0,28173.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_nigripulchritudo;
2518322,species,Candidatus Borrelia fainii,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Candidatus_Borrelia_fainii,,2.0,203691.0,203692.0,136.0,1643685.0,138.0,2518322.0,-1.0,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;Candidatus_Borrelia_fainii;
1117645,species,Elizabethkingia anophelis,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia_anophelis,,2.0,976.0,117743.0,200644.0,2762318.0,308865.0,1117645.0,-1.0,Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Elizabethkingia_anophelis;
1642,species,Listeria innocua,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria_innocua,,2.0,1239.0,91061.0,1385.0,186820.0,1637.0,1642.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria_innocua;
654,species,Aeromonas veronii,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas_veronii,,2.0,1224.0,1236.0,135624.0,84642.0,642.0,654.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas_veronii;
1063,species,Cereibacter sphaeroides,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter_sphaeroides,,2.0,1224.0,28211.0,204455.0,31989.0,1653176.0,1063.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Cereibacter_sphaeroides;
1874630,species,Clavibacter capsici,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter_capsici,,2.0,201174.0,1760.0,85006.0,85023.0,1573.0,1874630.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;Clavibacter_capsici;
582,species,Morganella morganii,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_morganii,,2.0,1224.0,1236.0,91347.0,1903414.0,581.0,582.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella_morganii;
272943,strain,Cereibacter sphaeroides 2.4.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter_sphaeroides,Cereibacter_sphaeroides_2.4.1,2.0,1224.0,28211.0,204455.0,31989.0,1653176.0,1063.0,272943.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Cereibacter_sphaeroides;Cereibacter_sphaeroides_2.4.1
91892,species,Legionella pneumophila,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,,2.0,1224.0,1236.0,118969.0,444.0,445.0,446.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella_pneumophila;
446,species,Legionella pneumophila,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,,2.0,1224.0,1236.0,118969.0,444.0,445.0,446.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella_pneumophila;
91891,species,Legionella pneumophila,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,,2.0,1224.0,1236.0,118969.0,444.0,445.0,446.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella_pneumophila;
47660,species,Pseudomonas sp. ADP,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._ADP,,2.0,1224.0,1236.0,72274.0,135621.0,286.0,47660.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp._ADP;
1112204,strain,Gordonia polyisoprenivorans VH2,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia_polyisoprenivorans,Gordonia_polyisoprenivorans_VH2,2.0,201174.0,1760.0,85007.0,85026.0,2053.0,84595.0,1112204.0,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia_polyisoprenivorans;Gordonia_polyisoprenivorans_VH2
714359,strain,Bacillus thuringiensis BMB171,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus_thuringiensis_BMB171,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1428.0,714359.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_thuringiensis;Bacillus_thuringiensis_BMB171
311180,species,Alloyangia pacifica,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Alloyangia,Alloyangia_pacifica,,2.0,1224.0,28211.0,204455.0,2854170.0,2919626.0,311180.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Alloyangia;Alloyangia_pacifica;
191292,species,Rhodococcus aetherivorans,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_aetherivorans,,2.0,201174.0,1760.0,85007.0,85025.0,1827.0,191292.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus_aetherivorans;
3075419,species,Buchnera aphidicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera_aphidicola,,2.0,1224.0,1236.0,91347.0,1903409.0,32199.0,9.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera_aphidicola;
2060066,species,Chimaeribacter arupi,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Chimaeribacter,Chimaeribacter_arupi,,2.0,1224.0,1236.0,91347.0,1903411.0,2716544.0,2060066.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Chimaeribacter;Chimaeribacter_arupi;
2932181,species,Bombiscardovia nodaiensis,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia,Bombiscardovia_nodaiensis,,2.0,201174.0,1760.0,85004.0,31953.0,1159909.0,2932181.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bombiscardovia;Bombiscardovia_nodaiensis;
3140789,species,Arthrobacter sp. TMP15,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter_sp._TMP15,,2.0,201174.0,1760.0,85006.0,1268.0,1663.0,3140789.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter_sp._TMP15;
1452,species,Bacillus atrophaeus,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_atrophaeus,,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1452.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_atrophaeus;
858307,strain,Salmonella enterica subsp. enterica serovar Newport str. CVM N1543,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_N1543,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,858307.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_N1543
